,Animal ID,Name,DateTime,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Month,Year
28025,A744723,Unknown,2017-03-06 14:35:00,2014-03-06,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown,Mar,2017
56126,A731631,Unknown,2016-07-25 12:02:00,2016-03-25,Euthanasia,Rabies Risk,Other,Unknown,4 months,Coyote,Brown/Black,Jul,2016
74662,A715751,Tiger,2015-11-09 12:55:00,2015-01-09,Euthanasia,Suffering,Dog,Intact Female,9 months,Pit Bull Mix,Brown Brindle/White,Nov,2015
18849,A813364,Unknown,2020-02-08 20:52:00,2017-02-08,Euthanasia,At Vet,Cat,Intact Female,3 years,Domestic Shorthair,Blue,Feb,2020
151998,A882203,441G,2023-06-05 18:35:00,2023-05-09,Euthanasia,Suffering,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue Tabby,Jun,2023
48582,A684751,Unknown,2014-07-28 11:25:00,2012-07-28,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico,Jul,2014
107650,A671063,Jake,2014-01-22 08:53:00,2013-12-13,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black/White,Jan,2014
147997,A867901,A867901,2022-10-26 09:48:00,2022-04-26,Euthanasia,Suffering,Cat,Intact Female,6 months,Domestic Shorthair,Calico,Oct,2022
30048,A709236,Unknown,2015-08-06 12:58:00,2014-08-06,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair Mix,Gray Tabby,Aug,2015
125290,A804335,Unknown,2019-09-14 09:34:00,2018-09-13,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,Sep,2019
126138,A768782,Loki,2018-04-01 12:29:00,2010-03-25,Euthanasia,Rabies Risk,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White,Apr,2018
85002,A671129,Unknown,2014-01-19 08:55:00,2013-12-18,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Raccoon,Brown/Black,Jan,2014
20780,A666153,Unknown,2013-10-28 09:40:00,2013-09-27,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black,Oct,2013
53933,A806926,Unknown,2019-10-18 11:32:00,2018-10-17,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,Oct,2019
147442,A883685,883685,2023-06-22 10:14:00,2020-06-22,Euthanasia,Suffering,Cat,Intact Male,3 years,Domestic Shorthair,Blue,Jun,2023
51177,A690177,Unknown,2014-10-16 08:04:00,2014-07-15,Euthanasia,Rabies Risk,Other,Unknown,3 months,Bat Mix,Brown,Oct,2014
117766,A876265,Unknown,2023-03-16 15:53:00,2021-03-12,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Black,Mar,2023
17187,A795562,Unknown,2019-05-23 08:47:00,2018-05-22,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Black/Gray,May,2019
61792,A678004,Unknown,2014-05-02 17:05:00,2013-12-02,Euthanasia,Rabies Risk,Other,Unknown,4 months,Raccoon Mix,Gray/Black,May,2014
26468,A854450,A854450,2022-04-08 16:38:00,2020-04-04,Euthanasia,Rabies Risk,Other,Unknown,2 years,Skunk,White/Black,Apr,2022
138932,A815754,Unknown,2020-03-25 07:52:00,2019-03-24,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,Mar,2020
26402,A727022,Unknown,2016-05-18 10:32:00,2016-05-01,Euthanasia,Underage,Other,Unknown,2 weeks,Opossum,Gray,May,2016
33543,A795175,Unknown,2019-05-17 10:45:00,2017-05-17,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,May,2019
114169,A668675,Bert,2013-12-27 17:49:00,2013-04-06,Euthanasia,Aggressive,Dog,Neutered Male,8 months,Labrador Retriever Mix,Brown/White,Dec,2013
117723,A756813,Unknown,2017-08-27 09:36:00,2017-08-18,Euthanasia,Rabies Risk,Other,Unknown,1 weeks,Skunk Mix,Black,Aug,2017
43767,A822425,Unknown,2020-09-03 09:23:00,2018-09-02,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Sep,2020
40917,A712084,Unknown,2015-09-16 17:48:00,2000-09-16,Euthanasia,Suffering,Cat,Intact Female,15 years,Domestic Shorthair Mix,Black,Sep,2015
56814,A701869,Unknown,2015-05-05 15:34:00,2015-04-30,Euthanasia,Underage,Other,Unknown,5 days,Opossum,Gray,May,2015
94338,A744359,Unknown,2017-03-01 08:18:00,2014-02-27,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown,Mar,2017
124793,A693585,Unknown,2014-12-10 19:22:00,2002-12-10,Euthanasia,Suffering,Dog,Intact Female,12 years,Yorkshire Terrier Mix,Blue/Tan,Dec,2014
9726,A666511,Unknown,2013-11-03 09:11:00,2004-11-02,Euthanasia,Suffering,Dog,Neutered Male,9 years,Rat Terrier Mix,White/Black,Nov,2013
127139,A760563,Unknown,2017-10-20 11:54:00,2016-10-20,Euthanasia,Suffering,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby,Oct,2017
5015,A615748,Blackie,2015-10-26 18:13:00,2009-12-11,Euthanasia,Suffering,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black,Oct,2015
134814,A766751,Unknown,2018-02-16 09:00:00,2017-02-15,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,Feb,2018
19783,A755054,Unknown,2017-08-02 10:47:00,2017-05-28,Euthanasia,Suffering,Dog,Unknown,2 months,Maltese Mix,White,Aug,2017
100004,A715701,Unknown,2015-11-08 15:50:00,2007-11-08,Euthanasia,Suffering,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Brown Tabby/White,Nov,2015
66253,A682201,Buzz,2014-08-04 09:42:00,2011-06-25,Euthanasia,Medical,Cat,Neutered Male,3 years,Domestic Longhair Mix,Brown Tabby/White,Aug,2014
106111,A734264,Unknown,2016-09-04 09:14:00,2015-09-03,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Red,Sep,2016
103428,A743859,Unknown,2017-02-18 14:10:00,2015-02-18,Euthanasia,Rabies Risk,Other,Unknown,2 years,Fox,Black/Gray,Feb,2017
117098,A704524,Unknown,2015-06-05 17:54:00,2015-05-29,Euthanasia,Suffering,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie,Jun,2015
98771,A716906,Unknown,2015-12-30 12:44:00,2015-08-28,Euthanasia,Suffering,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,White,Dec,2015
137921,A859104,A859104,2022-06-13 11:34:00,2022-05-08,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair,Orange/White,Jun,2022
29573,A712914,Unknown,2015-09-30 07:59:00,2014-09-30,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,Sep,2015
114203,A755843,Unknown,2017-08-09 16:51:00,2016-08-09,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,Aug,2017
65127,A699493,Unknown,2015-03-28 12:16:00,2010-03-28,Euthanasia,Suffering,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White,Mar,2015
140190,A750160,Unknown,2017-05-23 17:35:00,2017-04-23,Euthanasia,Suffering,Dog,Intact Male,4 weeks,Chihuahua Shorthair Mix,Brown,May,2017
68671,A672785,Unknown,2014-02-17 11:18:00,2011-02-17,Euthanasia,Rabies Risk,Other,Unknown,3 years,Skunk Mix,Black/White,Feb,2014
85577,A688263,Unknown,2014-09-18 18:19:00,2011-09-17,Euthanasia,Suffering,Cat,Neutered Male,3 years,Siamese Mix,Lilac Point,Sep,2014
8870,A760042,Unknown,2017-10-11 15:48:00,2015-10-11,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Black,Oct,2017
53286,A816406,Unknown,2020-04-17 07:53:00,2018-04-16,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown,Apr,2020
106743,A699014,Unknown,2015-03-21 11:17:00,2015-03-21,Euthanasia,Suffering,Cat,Unknown,0 years,Domestic Shorthair Mix,Brown Tabby,Mar,2015
118002,A700731,Unknown,2015-04-19 10:29:00,2013-04-18,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown,Apr,2015
103607,A793577,Unknown,2019-04-27 09:21:00,2018-04-26,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,Apr,2019
17509,A802275,Unknown,2019-08-16 11:10:00,2018-08-16,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,Aug,2019
42614,A764604,Phoenix,2018-01-03 11:34:00,2017-03-02,Euthanasia,Suffering,Cat,Intact Female,10 months,Domestic Medium Hair Mix,Orange Tabby,Jan,2018
71745,A732513,Unknown,2016-08-09 11:49:00,2015-08-09,Euthanasia,Suffering,Other,Unknown,1 year,Opossum,Gray,Aug,2016
40192,A738826,Unknown,2016-11-21 18:38:00,2016-09-06,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,Nov,2016
32752,A669240,Unknown,2013-12-21 11:32:00,2009-12-17,Euthanasia,Aggressive,Dog,Intact Male,4 years,Queensland Heeler Mix,Black/White,Dec,2013
140143,A693618,Unknown,2014-12-15 18:28:00,2014-10-11,Euthanasia,Suffering,Dog,Intact Male,2 months,Pointer,Black/White,Dec,2014
88991,A669646,Beagle,2013-12-27 16:54:00,2012-12-24,Euthanasia,Aggressive,Dog,Intact Female,1 year,Pointer/Collie Smooth,Tan/White,Dec,2013
67872,A788361,Unknown,2019-02-01 12:43:00,2017-02-01,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Feb,2019
36219,A674640,Unknown,2014-03-16 12:06:00,2012-03-16,Euthanasia,Rabies Risk,Other,Unknown,2 years,Fox Mix,Red/Gray,Mar,2014
105668,A699575,Unknown,2015-03-30 11:20:00,2014-03-30,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black/Brown,Mar,2015
102920,A690757,Beans,2014-10-26 17:21:00,2013-04-25,Euthanasia,Rabies Risk,Dog,Intact Female,1 year,Jack Russell Terrier Mix,White/Tan,Oct,2014
75164,A680367,Bear,2014-06-07 18:16:00,2005-06-07,Euthanasia,Rabies Risk,Dog,Intact Male,9 years,German Shepherd/Labrador Retriever,Gold,Jun,2014
59521,A813122,Unknown,2020-02-05 10:58:00,2018-02-04,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Black/Brown,Feb,2020
10785,A735158,Casper,2016-09-21 15:48:00,2009-09-19,Euthanasia,Suffering,Dog,Intact Male,7 years,Bull Terrier Mix,White,Sep,2016
68025,A751003,Unknown,2017-06-04 09:57:00,2015-06-03,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon Mix,Black/White,Jun,2017
114054,A698343,Unknown,2015-03-10 14:16:00,2012-03-10,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown,Mar,2015
90172,A840452,Unknown,2021-08-12 16:24:00,2019-08-08,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Aug,2021
6248,A786664,Unknown,2018-12-30 08:54:00,2016-12-29,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Gray/Black,Dec,2018
91089,A756157,Unknown,2017-08-17 16:56:00,2014-08-15,Euthanasia,Suffering,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,Aug,2017
114607,A859155,A859155,2022-06-09 15:18:00,2020-06-09,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Brown/Black,Jun,2022
20720,A663822,Bluto,2014-10-31 15:37:00,2013-03-24,Euthanasia,Rabies Risk,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle/White,Oct,2014
47506,A749327,Unknown,2017-05-15 09:05:00,2016-05-13,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,May,2017
845,A854611,Unknown,2022-04-06 17:16:00,2020-04-06,Euthanasia,Rabies Risk,Other,Unknown,Rabies Risk,Raccoon,Gray/Black,Apr,2022
60015,A768506,Unknown,2018-03-20 17:37:00,2016-03-20,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Black/Brown,Mar,2018
26772,A823885,Unknown,2020-10-01 16:17:00,2018-10-01,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Black/Gray,Oct,2020
130683,A713903,Unknown,2015-10-15 07:57:00,2015-09-14,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown,Oct,2015
37900,A820954,Unknown,2020-08-02 09:51:00,2018-08-01,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Aug,2020
44594,A837725,Unknown,2021-06-27 12:01:00,2021-02-27,Euthanasia,Rabies Risk,Other,Unknown,3 months,Raccoon,Black/White,Jun,2021
137322,A806798,Unknown,2019-10-16 08:37:00,2017-10-15,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Black,Oct,2019
110693,A707551,Unknown,2015-07-14 16:15:00,2015-05-14,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,Jul,2015
96760,A677131,Unknown,2014-04-23 16:52:00,2012-04-19,Euthanasia,Suffering,Dog,Intact Female,2 years,Rat Terrier Mix,Tricolor,Apr,2014
86856,A714552,Unknown,2015-10-25 11:31:00,2013-10-25,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Black/Brown,Oct,2015
10352,A487470,Midnight,2014-01-20 18:40:00,2004-09-25,Euthanasia,Aggressive,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Black,Jan,2014
62716,A882565,Unknown,2023-06-10 13:50:00,2023-03-06,Euthanasia,Rabies Risk,Other,Unknown,3 months,Bat,Brown,Jun,2023
83486,A845964,Unknown,2021-11-08 10:43:00,2019-11-07,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Black/White,Nov,2021
67548,A733925,Unknown,2016-08-29 15:11:00,2015-08-29,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black/Gray,Aug,2016
79250,A676511,Unknown,2014-04-11 09:08:00,2013-04-11,Euthanasia,Rabies Risk,Other,Unknown,1 year,Skunk Mix,Black,Apr,2014
78595,A790512,Unknown,2019-03-13 15:35:00,2017-03-11,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Black/Gray,Mar,2019
40838,A751546,Unknown,2017-06-09 14:35:00,2017-05-09,Euthanasia,Suffering,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black/White,Jun,2017
46523,A749656,Unknown,2017-05-18 10:44:00,2017-03-17,Euthanasia,At Vet,Cat,Unknown,2 months,Domestic Shorthair Mix,Orange Tabby/White,May,2017
25433,A774520,Unknown,2018-06-16 17:17:00,2017-06-16,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Gray,Jun,2018
47253,A848610,Odicious,2022-01-05 14:57:00,2018-12-24,Euthanasia,Aggressive,Dog,Intact Male,3 years,Dogo Argentino,White,Jan,2022
70025,A858035,Charlie,2022-06-10 16:25:00,2021-10-09,Euthanasia,Court/Investigation,Dog,Intact Male,8 months,Pit Bull Mix,White/Tan,Jun,2022
15981,A675531,Unknown,2014-03-28 17:27:00,2013-03-28,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Red,Mar,2014
122723,A858109,Unknown,2022-05-25 14:54:00,2022-03-25,Euthanasia,Rabies Risk,Other,Unknown,Rabies Risk,Fox,Gray,May,2022
11966,A279920,Carry,2014-09-05 14:31:00,2002-07-23,Euthanasia,Behavior,Dog,Neutered Male,12 years,American Eskimo Mix,Cream,Sep,2014
101197,A786152,Unknown,2018-12-18 11:05:00,2016-12-18,Euthanasia,Rabies Risk,Other,Unknown,2 years,Coyote Mix,Brown/Brown,Dec,2018
149017,A877229,Unknown,2023-03-24 16:53:00,2021-03-24,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Mar,2023
66308,A786560,Unknown,2018-12-27 16:46:00,2016-12-27,Euthanasia,Medical,Other,Unknown,2 years,Raccoon,Gray/Black,Dec,2018
73503,A808626,Unknown,2019-11-11 13:57:00,2019-09-11,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,Nov,2019
114655,A749654,Unknown,2017-05-17 17:17:00,2016-05-17,Euthanasia,Suffering,Dog,Intact Male,1 year,Rottweiler Mix,Black/Tan,May,2017
109342,A669820,Unknown,2013-12-27 18:57:00,2012-12-27,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,Dec,2013
11576,A702266,Unknown,2015-05-11 15:37:00,2015-04-26,Euthanasia,Rabies Risk,Other,Unknown,2 weeks,Raccoon Mix,Black/Gray,May,2015
128726,A699254,Unknown,2015-03-24 17:12:00,2014-03-24,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,Mar,2015
59169,A668166,Bear,2013-11-28 16:32:00,2013-04-28,Euthanasia,Aggressive,Dog,Intact Male,7 months,Border Collie/Labrador Retriever,Black/White,Nov,2013
96019,A676797,Unknown,2014-04-15 13:36:00,2013-04-15,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon Mix,Gray/Black,Apr,2014
124035,A769823,Unknown,2018-04-10 18:19:00,2010-04-10,Euthanasia,Suffering,Cat,Intact Male,8 years,Domestic Shorthair Mix,Black/White,Apr,2018
89254,A809205,Unknown,2019-11-24 12:22:00,2017-11-21,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Nov,2019
74648,A819491,Unknown,2020-06-29 18:20:00,2018-06-29,Euthanasia,Suffering,Other,Unknown,2 years,Fox,Red/Gray,Jun,2020
67282,A782167,Unknown,2018-10-11 12:43:00,2016-10-11,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown,Oct,2018
70561,A784209,Unknown,2018-11-14 09:53:00,2017-11-13,Euthanasia,Rabies Risk,Other,Unknown,1 year,Fox Mix,Brown/Red,Nov,2018
120243,A737555,Unknown,2016-10-31 15:11:00,2015-10-31,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Red,Oct,2016
88174,A740632,Unknown,2016-12-21 11:42:00,2015-12-20,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,Dec,2016
130353,A691120,Unknown,2014-11-01 14:30:00,2014-03-02,Euthanasia,Suffering,Cat,Intact Female,8 months,Domestic Shorthair Mix,Black/White,Nov,2014
116455,A770866,Unknown,2018-04-26 14:18:00,2010-04-26,Euthanasia,Suffering,Cat,Intact Male,8 years,Domestic Shorthair Mix,Tan/Cream Tabby,Apr,2018
112791,A674166,Unknown,2014-03-08 15:47:00,2012-03-08,Euthanasia,Suffering,Other,Unknown,2 years,Raccoon Mix,Black/White,Mar,2014
117178,A673567,Unknown,2014-02-26 15:22:00,2013-02-26,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon Mix,Gray/Black,Feb,2014
131119,A720622,Unknown,2016-02-14 09:41:00,2015-02-12,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Red,Feb,2016
106315,A769841,Unknown,2018-04-11 09:15:00,2016-04-11,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Apr,2018
110773,A691694,Mango,2014-11-11 09:51:00,2004-11-08,Euthanasia,Suffering,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Cream Tabby,Nov,2014
21518,A756227,Unknown,2017-08-16 11:08:00,2016-08-16,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon,Brown/Black,Aug,2017
103735,A820292,Unknown,2020-07-16 15:03:00,2018-07-16,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Jul,2020
84787,A839495,Sammy,2023-04-06 14:20:00,2019-07-22,Euthanasia,Court/Investigation,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White,Apr,2023
121322,A769249,Unknown,2018-04-02 13:23:00,2016-04-02,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Apr,2018
49473,A744506,Unknown,2017-03-03 08:29:00,2015-03-02,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown,Mar,2017
127506,A723370,Unknown,2016-03-30 19:32:00,2015-03-30,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown/Black,Mar,2016
2635,A764945,Unknown,2018-01-09 18:22:00,2014-01-09,Euthanasia,Suffering,Dog,Intact Male,4 years,Pit Bull Mix,White/Black,Jan,2018
28136,A788261,Fran,2019-01-29 14:38:00,2018-01-29,Euthanasia,Suffering,Dog,Spayed Female,1 year,Alaskan Husky Mix,Black/White,Jan,2019
1598,A876967,Unknown,2023-03-22 13:52:00,2021-03-22,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Mar,2023
111481,A729683,Jax,2016-07-06 15:31:00,2012-06-22,Euthanasia,Aggressive,Dog,Intact Male,4 years,Labrador Retriever Mix,Brown,Jul,2016
73755,A715684,Unknown,2015-11-12 19:17:00,2013-11-08,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie/White,Nov,2015
31333,A700860,Unknown,2015-04-20 16:15:00,2014-10-20,Euthanasia,Rabies Risk,Other,Unknown,5 months,Bat,Red,Apr,2015
51185,A811239,Unknown,2020-01-01 11:29:00,2016-12-30,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat,Brown,Jan,2020
18632,A864369,Unknown,2022-08-24 10:59:00,2020-08-24,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Gray/White,Aug,2022
92281,A778063,Unknown,2018-08-08 07:50:00,2017-08-07,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,Aug,2018
31130,A792625,Unknown,2019-04-13 14:05:00,2018-04-12,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,Apr,2019
79215,A743587,Unknown,2017-02-13 10:30:00,2014-02-13,Euthanasia,Rabies Risk,Other,Unknown,3 years,Raccoon Mix,Black/Gray,Feb,2017
141341,A791810,Unknown,2019-04-01 13:39:00,2018-04-01,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Black/Gray,Apr,2019
23426,A657753,Wiz,2013-12-06 16:53:00,2012-12-01,Euthanasia,Aggressive,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund,Yellow Brindle/White,Dec,2013
149794,A867300,A867300,2022-10-15 15:42:00,2020-10-14,Euthanasia,Medical,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby,Oct,2022
5704,A744750,Unknown,2017-03-07 13:31:00,2017-03-06,Euthanasia,Rabies Risk,Other,Unknown,1 day,Opossum Mix,White/Gray,Mar,2017
131289,A745927,Unknown,2017-03-26 17:24:00,2007-03-26,Euthanasia,Suffering,Cat,Intact Female,10 years,Domestic Medium Hair Mix,Blue,Mar,2017
152883,A743193,Waffles,2023-06-24 10:33:00,2016-12-05,Euthanasia,Rabies Risk,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby,Jun,2023
32692,A755785,Unknown,2017-08-09 07:44:00,2015-08-09,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown,Aug,2017
58715,A860332,Unknown,2022-06-27 13:12:00,2021-12-27,Euthanasia,Rabies Risk,Other,Unknown,5 months,Bat,Brown,Jun,2022
33469,A668413,Unknown,2013-12-03 15:34:00,2013-09-03,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,Dec,2013
96597,A699557,Tortoise,2015-03-30 11:11:00,2002-03-29,Euthanasia,Suffering,Cat,Intact Female,13 years,Domestic Shorthair Mix,Tortie,Mar,2015
118221,A771889,Unknown,2018-05-22 00:00:00,2018-04-11,Euthanasia,At Vet,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,May,2018
7603,A702818,Unknown,2015-05-18 13:07:00,2015-05-10,Euthanasia,Suffering,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Blue Tabby/White,May,2015
96740,A825323,Unknown,2020-11-02 11:22:00,2019-11-02,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,Nov,2020
58293,A838010,Unknown,2021-07-04 11:12:00,2021-06-01,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Red/Brown,Jul,2021
123318,A700623,Unknown,2015-04-17 10:45:00,2014-04-16,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black/Brown,Apr,2015
54332,A827036,Unknown,2020-12-15 09:52:00,2020-07-11,Euthanasia,Suffering,Cat,Intact Female,5 months,Domestic Shorthair Mix,Blue Tabby,Dec,2020
103261,A754727,Unknown,2017-07-23 16:36:00,2017-01-23,Euthanasia,Medical,Bird,Unknown,5 months,Song Bird Mix,Gray/White,Jul,2017
115184,A666083,Unknown,2013-10-26 16:41:00,2013-09-26,Euthanasia,Suffering,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,Oct,2013
64774,A864957,IttyBitty,2022-09-15 07:33:00,2022-08-02,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair,Calico,Sep,2022
139926,A811290,Unknown,2020-01-01 11:30:00,2016-12-31,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat,Brown,Jan,2020
137199,A764629,Unknown,2018-01-03 08:54:00,2017-01-03,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,Jan,2018
56204,A862623,Unknown,2022-07-31 16:14:00,2020-07-28,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,Jul,2022
51508,A842644,Unknown,2021-09-19 17:06:00,2019-09-19,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Gray/White,Sep,2021
20959,A713558,Unknown,2015-10-08 16:34:00,2014-10-08,Euthanasia,Medical,Other,Unknown,1 year,Raccoon Mix,Gray,Oct,2015
146059,A876953,Unknown,2023-03-22 11:00:00,2021-03-22,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown,Mar,2023
97040,A841444,Unknown,2021-08-29 11:21:00,2021-06-27,Euthanasia,Rabies Risk,Other,Unknown,2 months,Fox,Gray,Aug,2021
43340,A743538,Unknown,2017-02-13 09:04:00,2016-02-12,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Brown/Black,Feb,2017
23100,A863174,Unknown,2022-08-09 15:04:00,2020-08-05,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair,Gray/White,Aug,2022
99466,A599155,Machete,2015-03-28 19:25:00,2010-04-28,Euthanasia,Suffering,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,Mar,2015
137007,A711091,Unknown,2015-09-01 16:20:00,2015-08-17,Euthanasia,Medical,Other,Unknown,2 weeks,Squirrel Mix,Brown,Sep,2015
124063,A674514,Unknown,2014-03-14 12:56:00,2013-03-14,Euthanasia,Suffering,Other,Unknown,1 year,Skunk Mix,Black/White,Mar,2014
46906,A739168,Unknown,2016-11-28 19:47:00,2015-11-28,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,Nov,2016
83080,A735332,Unknown,2016-09-22 14:11:00,2015-09-22,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,Sep,2016
112490,A751709,Unknown,2017-06-11 16:39:00,2017-05-20,Euthanasia,Suffering,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,Jun,2017
